customer_id,customer_name,gender,age,city,state,customer_segment,registration_date
10093,Customer_00093,Female,49,Hyderabad,Telangana,Regular,2025-01-18
10094,Customer_00094,Male,60,Kozhikode,Kerala,High Value,2024-06-11
10095,Customer_00095,Male,53,Kolkata,West Bengal,Regular,2024-07-07
10096,Customer_00096,Female,34,Kozhikode,Kerala,Regular,2024-05-29
10097,Customer_00097,Male,65,Noida,Uttar Pradesh,Regular,2024-01-12
10098,Customer_00098,Female,20,Kolkata,West Bengal,Regular,2024-04-28
10099,Customer_00099,Female,27,Noida,Uttar Pradesh,Regular,2024-03-27
10100,Customer_00100,Male,64,Jodhpur,Rajasthan,High Value,2025-02-25
10101,Customer_00101,Male,57,Bengaluru,Karnataka,Regular,2025-11-29
10102,Customer_00102,Male,35,Mumbai,Maharashtra,Low Value,2023-10-29
10103,Customer_00103,Female,20,Kolkata,West Bengal,Regular,2025-12-21
10104,Customer_00104,Female,56,Siliguri,West Bengal,Regular,2025-09-25
10105,Customer_00105,Male,27,Jaipur,Rajasthan,VIP,2023-01-18
10106,Customer_00106,Male,26,Hyderabad,Telangana,Low Value,2024-02-02
10107,Customer_00107,Female,63,Delhi,Delhi,Regular,2025-10-03
10108,Customer_00108,Female,63,Jaipur,Rajasthan,Regular,2024-08-16
10109,Customer_00109,Male,28,Surat,Gujarat,Low Value,2023-07-08
10110,Customer_00110,Male,50,New Delhi,Delhi,Regular,2023-04-14
10111,Customer_00111,Female,53,Pune,Maharashtra,Regular,2023-02-02
10112,Customer_00112,Male,43,Delhi,Delhi,Regular,2025-01-18
10113,Customer_00113,Male,44,Warangal,Telangana,VIP,2024-01-09
10114,Customer_00114,Female,55,Delhi,Delhi,Regular,2025-11-01
10115,Customer_00115,Female,39,Nashik,Maharashtra,VIP,2025-01-10
10116,Customer_00116,Male,43,Hyderabad,Telangana,Regular,2025-06-08
10117,Customer_00117,Male,39,Thiruvananthapuram,Kerala,VIP,2024-03-31
10118,Customer_00118,Male,22,Kolkata,West Bengal,Low Value,2023-09-06
10119,Customer_00119,Male,52,Siliguri,West Bengal,High Value,2024-03-23
10120,Customer_00120,Female,19,Noida,Uttar Pradesh,Regular,2025-10-14
10121,Customer_00121,Male,52,Kozhikode,Kerala,Regular,2025-09-06
10122,Customer_00122,Female,26,Kozhikode,Kerala,Regular,2025-10-24
10123,Customer_00123,Female,35,New Delhi,Delhi,Regular,2023-06-22
10124,Customer_00124,Male,60,Kolkata,West Bengal,Regular,2024-01-06
10125,Customer_00125,Male,29,Nashik,Maharashtra,Regular,2025-03-01
10126,Customer_00126,Female,20,Madurai,Tamil Nadu,Regular,2025-01-18
10127,Customer_00127,Female,35,Coimbatore,Tamil Nadu,Regular,2025-02-25
10128,Customer_00128,Female,55,Hyderabad,Telangana,Regular,2025-04-19
10129,Customer_00129,Male,24,Kolkata,West Bengal,High Value,2024-02-04
10130,Customer_00130,Female,50,Siliguri,West Bengal,Low Value,2025-12-17
10131,Customer_00131,Female,23,Coimbatore,Tamil Nadu,Regular,2024-07-01
10132,Customer_00132,Female,35,Kolkata,West Bengal,High Value,2024-02-12
10133,Customer_00133,Male,62,Delhi,Delhi,Regular,2024-10-02
10134,Customer_00134,Female,39,Surat,Gujarat,Low Value,2023-03-05
10135,Customer_00135,Female,56,Hubballi,Karnataka,VIP,2024-07-27
10136,Customer_00136,Male,26,Thiruvananthapuram,Kerala,Regular,2024-02-24
10137,Customer_00137,Male,52,Noida,Uttar Pradesh,Regular,2023-05-26
10138,Customer_00138,Male,40,Warangal,Telangana,High Value,2023-01-17
10139,Customer_00139,Male,29,Surat,Gujarat,Low Value,2023-04-08
10140,Customer_00140,Male,41,Chennai,Tamil Nadu,Regular,2024-03-27
10141,Customer_00141,Female,57,Kochi,Kerala,Regular,2025-09-01
10142,Customer_00142,Male,26,Siliguri,West Bengal,Low Value,2025-06-16
10143,Customer_00143,Male,30,Agra,Uttar Pradesh,Regular,2025-10-12
10144,Customer_00144,Female,57,Siliguri,West Bengal,Low Value,2024-04-23
10145,Customer_00145,Male,59,Mumbai,Maharashtra,Regular,2023-07-20
10146,Customer_00146,Male,34,Thane,Maharashtra,Regular,2023-06-28
10147,Customer_00147,Female,24,Agra,Uttar Pradesh,Low Value,2024-05-22
10148,Customer_00148,Female,34,Lucknow,Uttar Pradesh,VIP,2024-03-28
10149,Customer_00149,Female,41,Coimbatore,Tamil Nadu,Regular,2023-09-27
10150,Customer_00150,Female,19,Noida,Uttar Pradesh,Regular,2024-04-30
10151,Customer_00151,Male,52,New Delhi,Delhi,VIP,2024-07-31
10152,Customer_00152,Female,45,Kolkata,West Bengal,Regular,2023-12-04
10153,Customer_00153,Male,36,Surat,Gujarat,High Value,2025-05-10
10154,Customer_00154,Female,50,Jaipur,Rajasthan,Regular,2025-01-26
10155,Customer_00155,Male,38,Noida,Uttar Pradesh,Regular,2025-01-26
10156,Customer_00156,Female,27,Hyderabad,Telangana,Low Value,2024-08-06
10157,Customer_00157,Female,63,Nashik,Maharashtra,High Value,2025-12-08
10158,Customer_00158,Female,62,Delhi,Delhi,Regular,2023-12-12
10159,Customer_00159,Male,26,Kozhikode,Kerala,High Value,2024-12-02
10160,Customer_00160,Male,55,Jodhpur,Rajasthan,Regular,2023-10-20
10161,Customer_00161,Female,23,Ahmedabad,Gujarat,Regular,2025-03-06
10162,Customer_00162,Female,59,Udaipur,Rajasthan,Regular,2025-10-18
10163,Customer_00163,Male,52,Agra,Uttar Pradesh,Low Value,2023-03-18
10164,Customer_00164,Female,35,Coimbatore,Tamil Nadu,Low Value,2025-03-27
10165,Customer_00165,Female,36,Mumbai,Maharashtra,VIP,2025-06-14
10166,Customer_00166,Male,22,Pune,Maharashtra,Regular,2024-10-12
10167,Customer_00167,Female,42,Kochi,Kerala,Regular,2024-06-30
10168,Customer_00168,Female,28,Coimbatore,Tamil Nadu,Regular,2024-01-29
10169,Customer_00169,Male,27,Kolkata,West Bengal,High Value,2023-11-21
10170,Customer_00170,Male,34,Mysuru,Karnataka,Regular,2023-05-31
10171,Customer_00171,Female,53,Delhi,Delhi,Regular,2025-05-28
10172,Customer_00172,Female,43,Mumbai,Maharashtra,Regular,2025-11-21
10173,Customer_00173,Male,48,Warangal,Telangana,Low Value,2023-09-29
10174,Customer_00174,Female,49,Nashik,Maharashtra,Regular,2025-04-15
10175,Customer_00175,Female,38,Jodhpur,Rajasthan,VIP,2024-01-03
10176,Customer_00176,Female,35,Nashik,Maharashtra,VIP,2024-08-12
10177,Customer_00177,Male,35,Pune,Maharashtra,Low Value,2024-08-10
10178,Customer_00178,Female,18,Bengaluru,Karnataka,Low Value,2024-07-25
10179,Customer_00179,Male,31,Mangaluru,Karnataka,Regular,2023-03-21
10180,Customer_00180,Male,25,Surat,Gujarat,Regular,2023-09-15
10181,Customer_00181,Male,19,Kolkata,West Bengal,Low Value,2023-10-06
10182,Customer_00182,Male,32,Warangal,Telangana,Regular,2024-05-18
10183,Customer_00183,Female,51,Mumbai,Maharashtra,Low Value,2024-07-11
10184,Customer_00184,Male,53,Pune,Maharashtra,Regular,2024-05-05
10185,Customer_00185,Female,18,New Delhi,Delhi,Regular,2024-07-19
10186,Customer_00186,Male,38,Mangaluru,Karnataka,Regular,2024-06-04
10187,Customer_00187,Male,59,Warangal,Telangana,High Value,2023-11-22
10188,Customer_00188,Other,18,Kochi,Kerala,Regular,2023-03-25
10189,Customer_00189,Female,49,Ahmedabad,Gujarat,Regular,2025-04-20
10190,Customer_00190,Male,37,Kolkata,West Bengal,Low Value,2023-11-16
10191,Customer_00191,Female,64,Chennai,Tamil Nadu,Regular,2023-10-31
10192,Customer_00192,Male,53,Siliguri,West Bengal,Regular,2024-11-20
10193,Customer_00193,Male,56,Udaipur,Rajasthan,High Value,2024-02-11
10194,Customer_00194,Female,47,Thane,Maharashtra,VIP,2025-11-15
10195,Customer_00195,Female,24,Surat,Gujarat,Regular,2024-11-14
10196,Customer_00196,Male,39,Udaipur,Rajasthan,Regular,2023-08-21
10197,Customer_00197,Female,62,Warangal,Telangana,Regular,2025-10-18
10198,Customer_00198,Female,27,Coimbatore,Tamil Nadu,VIP,2024-07-02
10199,Customer_00199,Male,25,Hubballi,Karnataka,Low Value,2025-11-02
10200,Customer_00200,Female,44,Surat,Gujarat,Regular,2024-05-10
10201,Customer_00201,Female,27,Surat,Gujarat,Low Value,2024-09-09
10202,Customer_00202,Female,31,Nashik,Maharashtra,Regular,2025-04-27
10203,Customer_00203,Male,63,Lucknow,Uttar Pradesh,High Value,2025-10-02
10204,Customer_00204,Female,28,Surat,Gujarat,Regular,2024-01-19
10205,Customer_00205,Male,23,Delhi,Delhi,Regular,2025-10-13
10206,Customer_00206,Female,38,Madurai,Tamil Nadu,Regular,2024-10-03
10207,Customer_00207,Female,50,Chennai,Tamil Nadu,Regular,2023-11-12
10208,Customer_00208,Male,36,Delhi,Delhi,High Value,2023-09-13
10209,Customer_00209,Female,56,Kochi,Kerala,Regular,2024-03-16
10210,Customer_00210,Female,41,Delhi,Delhi,Low Value,2023-10-26
10211,Customer_00211,Female,35,New Delhi,Delhi,High Value,2025-07-03
10212,Customer_00212,Male,52,Chennai,Tamil Nadu,Regular,2023-09-13
10213,Customer_00213,Male,60,Siliguri,West Bengal,Low Value,2024-10-12
10214,Customer_00214,Female,54,Coimbatore,Tamil Nadu,Regular,2023-02-16
10215,Customer_00215,Male,36,Noida,Uttar Pradesh,Regular,2025-06-21
10216,Customer_00216,Female,41,Nagpur,Maharashtra,Regular,2024-04-07
10217,Customer_00217,Male,51,Jodhpur,Rajasthan,Regular,2023-01-31
10218,Customer_00218,Male,39,Siliguri,West Bengal,Regular,2023-02-24
10219,Customer_00219,Male,21,Bengaluru,Karnataka,Regular,2023-06-02
10220,Customer_00220,Male,27,Jodhpur,Rajasthan,VIP,2024-03-31
10221,Customer_00221,Female,19,Nagpur,Maharashtra,Regular,2023-10-13
10222,Customer_00222,Male,25,Lucknow,Uttar Pradesh,Regular,2023-02-05
10223,Customer_00223,Male,50,Agra,Uttar Pradesh,Regular,2025-03-28
10224,Customer_00224,Male,55,Bengaluru,Karnataka,Regular,2023-09-13
10225,Customer_00225,Female,60,Siliguri,West Bengal,High Value,2023-06-27
10226,Customer_00226,Male,45,Kozhikode,Kerala,VIP,2024-05-22
10227,Customer_00227,Female,27,Delhi,Delhi,Low Value,2023-01-21
10228,Customer_00228,Female,62,Kolkata,West Bengal,Regular,2023-03-16
10229,Customer_00229,Female,18,Kozhikode,Kerala,Regular,2024-12-19
10230,Customer_00230,Female,51,Noida,Uttar Pradesh,High Value,2024-04-04
10231,Customer_00231,Female,20,Coimbatore,Tamil Nadu,VIP,2025-11-26
10232,Customer_00232,Female,26,Nashik,Maharashtra,Regular,2024-09-21
10233,Customer_00233,Male,22,Hubballi,Karnataka,Low Value,2023-01-01
10234,Customer_00234,Male,59,Mumbai,Maharashtra,Low Value,2025-07-24
10235,Customer_00235,Male,27,Hyderabad,Telangana,Low Value,2023-11-07
10236,Customer_00236,Female,29,Hyderabad,Telangana,Low Value,2025-01-31
10237,Customer_00237,Female,35,Siliguri,West Bengal,Low Value,2024-11-13
10238,Customer_00238,Female,38,Lucknow,Uttar Pradesh,Regular,2023-11-11
10239,Customer_00239,Male,38,Kanpur,Uttar Pradesh,High Value,2023-11-03
10240,Customer_00240,Female,18,Delhi,Delhi,Regular,2024-09-10
10241,Customer_00241,Male,20,Delhi,Delhi,High Value,2023-01-07
10242,Customer_00242,Male,22,New Delhi,Delhi,Regular,2025-11-01
10243,Customer_00243,Male,42,Chennai,Tamil Nadu,High Value,2024-05-28
10244,Customer_00244,Male,25,Jaipur,Rajasthan,Regular,2023-12-15
10245,Customer_00245,Female,34,Surat,Gujarat,Regular,2025-07-05
10246,Customer_00246,Male,26,Jodhpur,Rajasthan,High Value,2025-10-27
10247,Customer_00247,Male,49,Nashik,Maharashtra,Regular,2024-05-14
10248,Customer_00248,Female,23,Udaipur,Rajasthan,Low Value,2024-04-19
10249,Customer_00249,Female,57,Chennai,Tamil Nadu,Regular,2024-06-07
10250,Customer_00250,Female,38,Thane,Maharashtra,Low Value,2025-12-16
10251,Customer_00251,Male,24,Jodhpur,Rajasthan,High Value,2024-08-12
10252,Customer_00252,Female,24,Madurai,Tamil Nadu,High Value,2023-08-21
10253,Customer_00253,Female,64,Vadodara,Gujarat,Regular,2025-03-01
10254,Customer_00254,Male,56,Udaipur,Rajasthan,Regular,2025-11-19
10255,Customer_00255,Female,44,Madurai,Tamil Nadu,Regular,2024-01-02
10256,Customer_00256,Male,25,New Delhi,Delhi,Regular,2023-02-25
10257,Customer_00257,Male,26,Lucknow,Uttar Pradesh,Regular,2023-01-10
10258,Customer_00258,Female,45,New Delhi,Delhi,Low Value,2023-05-27
10259,Customer_00259,Female,32,Kanpur,Uttar Pradesh,Regular,2023-12-30
10260,Customer_00260,Male,19,Mangaluru,Karnataka,High Value,2023-09-10
10261,Customer_00261,Female,24,Bengaluru,Karnataka,Regular,2025-07-28
10262,Customer_00262,Female,64,Hubballi,Karnataka,High Value,2025-01-05
10263,Customer_00263,Female,35,Vadodara,Gujarat,Regular,2023-12-06
10264,Customer_00264,Male,39,Delhi,Delhi,High Value,2024-09-15
10265,Customer_00265,Female,27,Noida,Uttar Pradesh,Regular,2024-12-05
10266,Customer_00266,Male,50,Coimbatore,Tamil Nadu,High Value,2023-11-19
10267,Customer_00267,Female,24,Thane,Maharashtra,VIP,2025-05-10
10268,Customer_00268,Male,20,Madurai,Tamil Nadu,Regular,2023-04-05
10269,Customer_00269,Male,31,Nashik,Maharashtra,Regular,2024-07-06
10270,Customer_00270,Female,61,Hyderabad,Telangana,Regular,2025-02-28
10271,Customer_00271,Male,63,Chennai,Tamil Nadu,Regular,2024-07-06
10272,Customer_00272,Male,53,Jaipur,Rajasthan,High Value,2023-04-26
10273,Customer_00273,Male,30,Jaipur,Rajasthan,Regular,2024-09-23
10274,Customer_00274,Female,33,Siliguri,West Bengal,High Value,2023-09-27
10275,Customer_00275,Male,33,New Delhi,Delhi,Low Value,2025-05-10
10276,Customer_00276,Female,22,Mumbai,Maharashtra,Regular,2023-10-18
10277,Customer_00277,Male,42,Pune,Maharashtra,High Value,2023-01-09
10278,Customer_00278,Male,55,New Delhi,Delhi,Regular,2024-09-21
10279,Customer_00279,Male,55,Ahmedabad,Gujarat,Low Value,2025-05-13
10280,Customer_00280,Male,55,Siliguri,West Bengal,Regular,2024-04-19
10281,Customer_00281,Male,56,Vadodara,Gujarat,Low Value,2024-06-20
10282,Customer_00282,Male,65,Ahmedabad,Gujarat,Regular,2024-11-15
10283,Customer_00283,Female,58,Vadodara,Gujarat,High Value,2025-10-31
10284,Customer_00284,Female,43,New Delhi,Delhi,Regular,2024-09-04
10285,Customer_00285,Male,30,Vadodara,Gujarat,Regular,2025-02-15
10286,Customer_00286,Male,61,Jodhpur,Rajasthan,Regular,2024-08-17
10287,Customer_00287,Female,43,Mangaluru,Karnataka,Regular,2023-10-03
10288,Customer_00288,Male,18,Hyderabad,Telangana,Regular,2024-01-05
10289,Customer_00289,Male,25,Nagpur,Maharashtra,Regular,2023-12-11
10290,Customer_00290,Female,21,Thane,Maharashtra,Regular,2024-01-03
10291,Customer_00291,Female,38,Warangal,Telangana,Regular,2024-12-31
10292,Customer_00292,Female,39,Delhi,Delhi,Low Value,2023-01-15
10293,Customer_00293,Male,54,Madurai,Tamil Nadu,Regular,2025-01-27
10294,Customer_00294,Male,20,Delhi,Delhi,Regular,2024-11-18
10295,Customer_00295,Female,36,Nagpur,Maharashtra,Regular,2023-01-04
10296,Customer_00296,Male,18,Mumbai,Maharashtra,Low Value,2024-06-16
10297,Customer_00297,Female,46,Hyderabad,Telangana,Regular,2025-09-12
10298,Customer_00298,Female,40,Surat,Gujarat,Regular,2025-04-13
10299,Customer_00299,Male,50,New Delhi,Delhi,Low Value,2023-12-29
10300,Customer_00300,Female,58,Kanpur,Uttar Pradesh,Low Value,2023-04-27
10301,Customer_00301,Female,40,Hyderabad,Telangana,Regular,2023-05-08
10302,Customer_00302,Female,22,Jaipur,Rajasthan,Regular,2023-03-19
10303,Customer_00303,Male,24,Pune,Maharashtra,Regular,2025-01-10
10304,Customer_00304,Male,23,Hyderabad,Telangana,Regular,2025-02-12
10305,Customer_00305,Female,39,Delhi,Delhi,Low Value,2023-03-23
10306,Customer_00306,Male,30,Thane,Maharashtra,Low Value,2023-12-08
10307,Customer_00307,Female,29,Madurai,Tamil Nadu,High Value,2025-03-29
10308,Customer_00308,Male,21,Hyderabad,Telangana,Regular,2024-07-31
10309,Customer_00309,Male,25,Kolkata,West Bengal,Regular,2023-04-06
10310,Customer_00310,Male,54,Nashik,Maharashtra,Low Value,2024-07-30
10311,Customer_00311,Female,48,New Delhi,Delhi,Regular,2024-06-04
10312,Customer_00312,Male,54,Bengaluru,Karnataka,Regular,2025-09-22
10313,Customer_00313,Male,62,Kanpur,Uttar Pradesh,VIP,2023-12-23
10314,Customer_00314,Male,43,Kochi,Kerala,Regular,2023-07-05
10315,Customer_00315,Female,60,Ahmedabad,Gujarat,High Value,2024-06-26
10316,Customer_00316,Male,25,Kozhikode,Kerala,Low Value,2023-05-31
10317,Customer_00317,Female,57,Delhi,Delhi,Regular,2025-12-18
10318,Customer_00318,Female,50,Jodhpur,Rajasthan,Regular,2023-01-10
10319,Customer_00319,Male,62,Udaipur,Rajasthan,Regular,2025-05-06
10320,Customer_00320,Female,46,Mangaluru,Karnataka,Low Value,2023-12-22
10321,Customer_00321,Male,22,Surat,Gujarat,Regular,2025-03-04
10322,Customer_00322,Female,45,Kolkata,West Bengal,High Value,2023-08-25
10323,Customer_00323,Female,57,Bengaluru,Karnataka,Low Value,2023-11-29
10324,Customer_00324,Male,34,Kozhikode,Kerala,Low Value,2023-01-17
10325,Customer_00325,Male,40,Bengaluru,Karnataka,Low Value,2023-11-20
10326,Customer_00326,Male,62,Kochi,Kerala,High Value,2023-01-23
10327,Customer_00327,Other,26,Nashik,Maharashtra,High Value,2025-07-19
10328,Customer_00328,Male,19,Jaipur,Rajasthan,VIP,2024-04-03
10329,Customer_00329,Female,49,Nashik,Maharashtra,High Value,2024-06-04
10330,Customer_00330,Male,48,Agra,Uttar Pradesh,Regular,2024-12-19
10331,Customer_00331,Female,24,Vadodara,Gujarat,High Value,2024-07-10
10332,Customer_00332,Male,47,Kolkata,West Bengal,Regular,2024-02-07
10333,Customer_00333,Female,20,Kochi,Kerala,Regular,2024-04-01
10334,Customer_00334,Male,26,Siliguri,West Bengal,Regular,2025-11-16
10335,Customer_00335,Female,27,Kozhikode,Kerala,Low Value,2024-02-01
10336,Customer_00336,Male,63,New Delhi,Delhi,High Value,2023-05-20
10337,Customer_00337,Male,64,Hubballi,Karnataka,Regular,2024-06-04
10338,Customer_00338,Male,43,Agra,Uttar Pradesh,Regular,2025-01-15
10339,Customer_00339,Female,18,Udaipur,Rajasthan,High Value,2023-04-02
10340,Customer_00340,Male,47,Thiruvananthapuram,Kerala,Regular,2023-03-18
10341,Customer_00341,Female,55,Siliguri,West Bengal,Regular,2025-05-01
10342,Customer_00342,Male,32,Kanpur,Uttar Pradesh,Regular,2025-04-24
10343,Customer_00343,Female,42,Coimbatore,Tamil Nadu,Low Value,2024-10-28
10344,Customer_00344,Female,23,Madurai,Tamil Nadu,Regular,2025-08-16
10345,Customer_00345,Female,35,Nagpur,Maharashtra,VIP,2025-09-15
10346,Customer_00346,Male,18,Jaipur,Rajasthan,Regular,2025-03-07
10347,Customer_00347,Male,20,Delhi,Delhi,VIP,2023-03-29
10348,Customer_00348,Male,34,Kolkata,West Bengal,Regular,2025-07-03
10349,Customer_00349,Male,65,Hubballi,Karnataka,Regular,2023-04-05
10350,Customer_00350,Female,25,Hubballi,Karnataka,High Value,2024-07-04
10351,Customer_00351,Female,57,Kolkata,West Bengal,Low Value,2024-02-03
10352,Customer_00352,Female,34,Vadodara,Gujarat,Low Value,2025-02-05
10353,Customer_00353,Male,42,New Delhi,Delhi,Low Value,2025-12-13
10354,Customer_00354,Female,58,Agra,Uttar Pradesh,Regular,2023-08-31
10355,Customer_00355,Male,29,Kozhikode,Kerala,Regular,2024-09-15
10356,Customer_00356,Female,46,Vadodara,Gujarat,Low Value,2024-12-01
10357,Customer_00357,Male,42,Kozhikode,Kerala,Regular,2024-07-17
10358,Customer_00358,Male,53,Thiruvananthapuram,Kerala,Low Value,2023-06-11
10359,Customer_00359,Male,42,Vadodara,Gujarat,VIP,2023-02-04
10360,Customer_00360,Female,46,Pune,Maharashtra,VIP,2025-08-23
