product_id,product_name,category,sub_category,brand,unit_cost,unit_price
20177,Product_0177,Beauty,Makeup,Vertex,21734.1,25570.93
20178,Product_0178,Sports,Sportswear,UrbanX,18005.0,19973.92
20179,Product_0179,Sports,Fitness,Prime,19361.93,23251.56
20180,Product_0180,Fashion,Accessories,Nova,17434.82,22173.21
20181,Product_0181,Beauty,Haircare,Aster,1000.62,1113.47
20182,Product_0182,Fashion,Footwear,Zenith,29988.03,38472.78
20183,Product_0183,Home & Kitchen,Cookware,Pulse,1201.56,1510.39
20184,Product_0184,Beauty,Skincare,Prime,11975.41,15987.54
20185,Product_0185,Sports,Outdoor,Vertex,3332.45,3694.58
20186,Product_0186,Electronics,Audio,UrbanX,3088.47,4120.8
20187,Product_0187,Home & Kitchen,Furniture,Aster,23847.1,29958.23
20188,Product_0188,Electronics,Laptop,Zenith,12892.59,15614.97
20189,Product_0189,Fashion,Footwear,Pulse,24073.93,33453.49
20190,Product_0190,Fashion,Women Clothing,Aster,8329.04,9562.04
20191,Product_0191,Fashion,Footwear,UrbanX,7842.59,9900.47
20192,Product_0192,Sports,Team Sports,Vertex,7686.7,9195.56
20193,Product_0193,Fashion,Women Clothing,Orbit,18561.14,23354.48
20194,Product_0194,Electronics,Laptop,Pulse,24486.98,30992.75
20195,Product_0195,Home & Kitchen,Decor,Orbit,13677.38,15412.14
20196,Product_0196,Sports,Fitness,Zenith,11501.62,14933.02
20197,Product_0197,Home & Kitchen,Cookware,Nova,29212.67,37694.41
20198,Product_0198,Fashion,Footwear,UrbanX,3679.27,4896.52
20199,Product_0199,Beauty,Personal Care,Nova,14701.65,16571.66
20200,Product_0200,Sports,Team Sports,Prime,12372.94,14713.62
20201,Product_0201,Fashion,Accessories,Orbit,3124.17,4045.9
20202,Product_0202,Sports,Team Sports,Aster,8192.37,9347.65
20203,Product_0203,Beauty,Skincare,Zenith,1047.55,1365.25
20204,Product_0204,Electronics,Accessories,Orbit,26333.24,29432.87
20205,Product_0205,Electronics,Laptop,Vertex,18313.92,21985.48
20206,Product_0206,Electronics,Laptop,Nova,24487.55,33156.47
20207,Product_0207,Beauty,Skincare,Vertex,15742.32,20973.29
20208,Product_0208,Home & Kitchen,Decor,Prime,18065.39,23366.29
20209,Product_0209,Beauty,Haircare,Nova,21085.46,28700.21
20210,Product_0210,Beauty,Haircare,Vertex,27258.75,35784.77
20211,Product_0211,Fashion,Women Clothing,Vertex,2934.21,3684.82
20212,Product_0212,Electronics,Mobile,Pulse,10062.26,14025.94
20213,Product_0213,Sports,Team Sports,Prime,21328.98,27908.05
20214,Product_0214,Home & Kitchen,Furniture,UrbanX,28758.85,36823.12
20215,Product_0215,Sports,Outdoor,Zenith,29428.06,35980.55
20216,Product_0216,Fashion,Footwear,Prime,19215.47,26339.1
20217,Product_0217,Fashion,Women Clothing,Nova,5969.23,7095.7
20218,Product_0218,Home & Kitchen,Decor,Nova,3752.43,4138.05
20219,Product_0219,Sports,Outdoor,Aster,28392.1,32907.07
20220,Product_0220,Home & Kitchen,Appliances,Vertex,13131.05,14875.58
20221,Product_0221,Home & Kitchen,Cookware,Zenith,6005.52,7180.79
20222,Product_0222,Electronics,Mobile,Nova,28030.0,37777.81
20223,Product_0223,Sports,Sportswear,UrbanX,3314.82,4294.21
20224,Product_0224,Electronics,Laptop,UrbanX,21941.22,25247.63
20225,Product_0225,Electronics,Laptop,Prime,18832.84,25172.85
20226,Product_0226,Electronics,Audio,Orbit,2814.49,3521.68
20227,Product_0227,Beauty,Makeup,Nova,10294.71,12907.66
20228,Product_0228,Fashion,Accessories,Zenith,4667.93,5641.82
20229,Product_0229,Fashion,Accessories,Zenith,18214.06,24759.92
20230,Product_0230,Beauty,Haircare,Orbit,14417.97,17236.66
20231,Product_0231,Home & Kitchen,Furniture,Nova,327.4,369.39
20232,Product_0232,Sports,Sportswear,Orbit,29276.17,34862.61
20233,Product_0233,Sports,Fitness,Pulse,10617.62,13957.99
20234,Product_0234,Sports,Fitness,Aster,7894.49,10241.32
20235,Product_0235,Electronics,Mobile,Aster,6828.8,7896.86
20236,Product_0236,Sports,Fitness,Aster,4932.71,5591.4
20237,Product_0237,Sports,Sportswear,Pulse,29974.28,38914.4
20238,Product_0238,Sports,Team Sports,Nova,8994.26,11718.74
20239,Product_0239,Fashion,Men Clothing,Prime,12284.3,14862.1
20240,Product_0240,Beauty,Personal Care,Pulse,26166.41,35398.98
20241,Product_0241,Home & Kitchen,Cookware,Zenith,19328.25,26933.17
20242,Product_0242,Beauty,Haircare,Prime,11187.09,12995.97
20243,Product_0243,Sports,Fitness,Orbit,26970.19,34336.3
20244,Product_0244,Home & Kitchen,Decor,Prime,22541.78,24832.11
20245,Product_0245,Home & Kitchen,Furniture,Pulse,6991.44,9186.17
20246,Product_0246,Beauty,Haircare,Prime,19383.42,23730.82
20247,Product_0247,Beauty,Skincare,UrbanX,27687.48,32061.57
20248,Product_0248,Beauty,Skincare,Nova,14994.53,19877.75
20249,Product_0249,Beauty,Haircare,Vertex,22061.65,29633.09
20250,Product_0250,Electronics,Audio,Nova,29138.89,33024.56
20251,Product_0251,Fashion,Accessories,Prime,20774.34,23107.27
20252,Product_0252,Fashion,Accessories,UrbanX,3252.67,3903.93
20253,Product_0253,Sports,Sportswear,UrbanX,7487.87,9642.86
20254,Product_0254,Electronics,Accessories,Nova,17933.87,23995.98
20255,Product_0255,Home & Kitchen,Decor,Orbit,8411.56,10630.69
20256,Product_0256,Beauty,Haircare,Vertex,28734.74,36614.51
20257,Product_0257,Sports,Sportswear,Pulse,12279.49,16453.99
20258,Product_0258,Home & Kitchen,Appliances,Pulse,13825.47,17401.47
20259,Product_0259,Fashion,Footwear,Prime,21107.74,27088.54
20260,Product_0260,Home & Kitchen,Cookware,UrbanX,15822.64,19855.28
20261,Product_0261,Beauty,Skincare,Prime,11587.95,15807.56
20262,Product_0262,Beauty,Skincare,Prime,2483.81,2907.68
20263,Product_0263,Fashion,Men Clothing,Zenith,17974.08,21195.0
20264,Product_0264,Beauty,Haircare,Prime,26053.88,29659.44
20265,Product_0265,Electronics,Audio,Aster,20635.72,27772.38
20266,Product_0266,Sports,Outdoor,Zenith,11568.55,14154.5
20267,Product_0267,Fashion,Footwear,Prime,4006.24,4824.99
20268,Product_0268,Fashion,Women Clothing,Prime,24526.88,34200.39
20269,Product_0269,Home & Kitchen,Appliances,Vertex,28264.1,38949.09
20270,Product_0270,Fashion,Men Clothing,Pulse,11770.54,16379.84
20271,Product_0271,Sports,Team Sports,Zenith,21913.54,25040.38
20272,Product_0272,Electronics,Mobile,Pulse,12440.75,17011.18
20273,Product_0273,Home & Kitchen,Appliances,,15167.55,18180.02
20274,Product_0274,Sports,Outdoor,Vertex,25127.0,27735.11
20275,Product_0275,Fashion,Accessories,Aster,2686.05,3269.97
20276,Product_0276,Beauty,Makeup,Zenith,16003.99,20049.14
20277,Product_0277,Beauty,Haircare,Aster,6595.68,7469.38
20278,Product_0278,Sports,Sportswear,Prime,10326.22,13024.5
20279,Product_0279,Electronics,Laptop,UrbanX,19403.98,26114.63
20280,Product_0280,Beauty,Personal Care,UrbanX,1011.41,1227.14
20281,Product_0281,Sports,Fitness,Nova,17895.99,21578.87
20282,Product_0282,Home & Kitchen,Appliances,UrbanX,8646.58,10390.1
20283,Product_0283,Fashion,Women Clothing,UrbanX,20150.63,27745.97
20284,Product_0284,Electronics,Audio,Vertex,4419.12,4925.67
20285,Product_0285,Electronics,Mobile,Nova,22127.19,27294.39
20286,Product_0286,Home & Kitchen,Cookware,Pulse,19440.06,22927.21
20287,Product_0287,Electronics,Audio,,29143.01,39871.78
20288,Product_0288,Sports,Outdoor,Nova,27354.81,30878.54
20289,Product_0289,Electronics,Laptop,Vertex,8642.43,10573.43
20290,Product_0290,Electronics,Laptop,Orbit,1014.03,1239.19
20291,Product_0291,Electronics,Audio,UrbanX,19729.98,26961.38
20292,Product_0292,Sports,Outdoor,UrbanX,18166.04,21157.04
20293,Product_0293,Fashion,Women Clothing,Nova,1017.38,1315.95
20294,Product_0294,Beauty,Personal Care,UrbanX,3855.79,4396.84
20295,Product_0295,Electronics,Laptop,Nova,17624.11,24430.41
20296,Product_0296,Home & Kitchen,Cookware,,27372.45,34979.38
20297,Product_0297,Home & Kitchen,Furniture,Prime,27213.71,35047.91
20298,Product_0298,Sports,Team Sports,Vertex,4714.25,5799.15
20299,Product_0299,Fashion,Footwear,Orbit,11660.3,14023.67
20300,Product_0300,Electronics,Laptop,Zenith,1487.45,1731.1
20301,Product_0301,Sports,Team Sports,Aster,14184.3,18172.87
20302,Product_0302,Beauty,Makeup,Pulse,22641.89,31390.0
20303,Product_0303,Fashion,Women Clothing,Prime,23741.19,28677.87
20304,Product_0304,Fashion,Accessories,UrbanX,15069.89,20569.6
20305,Product_0305,Sports,Sportswear,Aster,3056.92,3499.05
20306,Product_0306,Home & Kitchen,Decor,Zenith,11564.65,15968.91
20307,Product_0307,Fashion,Accessories,Prime,27976.64,33715.93
20308,Product_0308,Home & Kitchen,Cookware,Zenith,7042.45,8548.96
20309,Product_0309,Fashion,Women Clothing,Vertex,9728.68,12052.4
20310,Product_0310,Fashion,Footwear,Aster,22455.45,29539.54
20311,Product_0311,Fashion,Footwear,Zenith,22060.71,29029.6
20312,Product_0312,Beauty,Haircare,Aster,27383.63,34061.86
20313,Product_0313,Home & Kitchen,Appliances,Vertex,11765.94,14789.15
20314,Product_0314,Beauty,Skincare,Zenith,15535.04,17228.41
20315,Product_0315,Home & Kitchen,Decor,Prime,14128.3,16830.89
20316,Product_0316,Beauty,Haircare,Aster,27847.01,33522.37
20317,Product_0317,Beauty,Makeup,Pulse,23126.05,29315.0
20318,Product_0318,Beauty,Skincare,Pulse,24976.97,31658.06
20319,Product_0319,Sports,Team Sports,Pulse,4166.33,5470.27
20320,Product_0320,Beauty,Skincare,Orbit,23797.03,31295.67
20321,Product_0321,Fashion,Footwear,Orbit,13102.77,15337.62
20322,Product_0322,Electronics,Accessories,Zenith,895.49,1191.95
20323,Product_0323,Beauty,Haircare,Vertex,1990.63,2201.4
20324,Product_0324,Electronics,Accessories,Pulse,20401.66,26825.09
20325,Product_0325,Electronics,Accessories,Zenith,11285.97,12760.12
20326,Product_0326,Fashion,Footwear,Zenith,26069.84,34383.37
20327,Product_0327,Electronics,Accessories,Prime,22081.34,27781.32
20328,Product_0328,Electronics,Laptop,UrbanX,846.06,1041.65
20329,Product_0329,Electronics,Mobile,Nova,20669.27,27018.87
20330,Product_0330,Home & Kitchen,Cookware,UrbanX,5932.1,6590.04
20331,Product_0331,Beauty,Makeup,Orbit,12792.96,14929.91
20332,Product_0332,Beauty,Haircare,UrbanX,18817.11,24178.71
20333,Product_0333,Electronics,Laptop,Nova,26206.99,35488.58
20334,Product_0334,Fashion,Men Clothing,Zenith,13791.72,16747.73
20335,Product_0335,Home & Kitchen,Cookware,UrbanX,24293.02,28608.15
20336,Product_0336,Fashion,Accessories,Orbit,23532.38,29547.75
20337,Product_0337,Fashion,Footwear,Orbit,12553.25,16152.2
20338,Product_0338,Electronics,Mobile,UrbanX,15129.21,18548.88
20339,Product_0339,Sports,Fitness,Vertex,21074.45,28724.75
20340,Product_0340,Electronics,Laptop,Vertex,1128.22,1418.21
20341,Product_0341,Sports,Outdoor,Prime,26746.18,29708.24
20342,Product_0342,Home & Kitchen,Furniture,Orbit,23140.52,27003.05
20343,Product_0343,Sports,Fitness,Aster,7632.59,9427.73
20344,Product_0344,Electronics,Audio,Zenith,29439.16,38545.21
20345,Product_0345,Electronics,Accessories,Pulse,5545.83,6466.03
20346,Product_0346,Fashion,Footwear,Orbit,27439.78,38220.24
20347,Product_0347,Electronics,Mobile,Prime,9869.31,11799.43
20348,Product_0348,Electronics,Accessories,Orbit,22941.77,28900.76
20349,Product_0349,Beauty,Makeup,Orbit,13800.02,15258.54
20350,Product_0350,Beauty,Skincare,Vertex,22146.73,30240.63
20351,Product_0351,Fashion,Footwear,Orbit,4842.33,6472.5
20352,Product_0352,Sports,Fitness,Vertex,8231.29,9537.08
20353,Product_0353,Sports,Outdoor,Nova,3175.76,4382.46
20354,Product_0354,Beauty,Makeup,Nova,25981.29,31041.2
20355,Product_0355,Home & Kitchen,Furniture,Pulse,9029.53,11807.52
20356,Product_0356,Beauty,Haircare,Orbit,20895.39,28118.78
20357,Product_0357,Home & Kitchen,Decor,Pulse,24642.59,32584.26
20358,Product_0358,Sports,Sportswear,Vertex,27062.26,37218.05
20359,Product_0359,Beauty,Makeup,UrbanX,3367.65,4577.59
20360,Product_0360,Electronics,Mobile,Pulse,26811.85,37493.25
20361,Product_0361,Home & Kitchen,Decor,Prime,6078.13,7018.92
20362,Product_0362,Home & Kitchen,Decor,Vertex,22159.68,26401.68
20363,Product_0363,Home & Kitchen,Furniture,Zenith,21919.7,28295.43
20364,Product_0364,Sports,Outdoor,Orbit,453.39,598.44
20365,Product_0365,Fashion,Men Clothing,Vertex,6774.59,8538.57
20366,Product_0366,Electronics,Accessories,Nova,14858.87,16674.3
20367,Product_0367,Beauty,Personal Care,Prime,12717.03,17199.51
20368,Product_0368,Home & Kitchen,Cookware,Orbit,27573.49,38279.24
20369,Product_0369,Sports,Sportswear,Prime,10920.28,13340.82
20370,Product_0370,Home & Kitchen,Appliances,Aster,28122.11,32830.98
20371,Product_0371,Beauty,Makeup,Vertex,13890.99,15360.58
20372,Product_0372,Electronics,Mobile,Aster,28937.72,33891.56
20373,Product_0373,Home & Kitchen,Furniture,Nova,22173.17,29046.31
20374,Product_0374,Sports,Fitness,Aster,24914.17,34219.03
20375,Product_0375,Sports,Team Sports,UrbanX,3325.33,3751.15
20376,Product_0376,Fashion,Accessories,Vertex,17667.01,22366.04
20377,Product_0377,Sports,Sportswear,Vertex,4452.47,5826.77
20378,Product_0378,Fashion,Women Clothing,Prime,9069.11,10727.98
20379,Product_0379,Electronics,Laptop,Orbit,18782.25,23871.66
20380,Product_0380,Beauty,Makeup,Pulse,21841.53,28712.32
20381,Product_0381,Fashion,Women Clothing,Aster,1367.68,1848.17
20382,Product_0382,Home & Kitchen,Cookware,Prime,16022.12,19799.33
20383,Product_0383,Home & Kitchen,Appliances,Zenith,17046.36,22575.47
20384,Product_0384,Beauty,Personal Care,Orbit,2549.07,3034.76
20385,Product_0385,Sports,Sportswear,Aster,15120.5,17598.96
20386,Product_0386,Home & Kitchen,Decor,Pulse,21472.5,24826.38
20387,Product_0387,Fashion,Women Clothing,Aster,1786.17,2157.09
20388,Product_0388,Beauty,Makeup,Orbit,22855.98,25387.6
20389,Product_0389,Home & Kitchen,Furniture,Pulse,17377.51,20590.57
20390,Product_0390,Sports,Fitness,Pulse,25030.17,32430.76
20391,Product_0391,Sports,Team Sports,Nova,6698.26,8670.07
20392,Product_0392,Home & Kitchen,Furniture,Orbit,25031.56,28087.07
20393,Product_0393,Beauty,Personal Care,Aster,3017.92,3579.93
20394,Product_0394,Electronics,Accessories,Prime,12234.12,15547.94
20395,Product_0395,Home & Kitchen,Cookware,Orbit,6144.65,7346.33
20396,Product_0396,Sports,Fitness,Zenith,26305.42,32234.57
20397,Product_0397,Electronics,Mobile,Pulse,21206.61,27862.16
20398,Product_0398,Beauty,Personal Care,Orbit,955.78,1054.02
20399,Product_0399,Sports,Outdoor,Aster,483.8,572.3
20400,Product_0400,Beauty,Personal Care,Aster,8879.23,10146.4
20401,Product_0401,Home & Kitchen,Decor,Vertex,4469.84,5087.94
20402,Product_0402,Beauty,Personal Care,Vertex,18983.07,26343.04
20403,Product_0403,Sports,Outdoor,Zenith,19981.15,24236.5
