order_id,product_id,quantity,discount,sales_amount,profit
500145,20102,2,0,24720.36,6739.4
500146,20472,1,0.1,24016.38,4186.95
500146,20147,2,0.1,55258.15,4780.27
500147,20554,1,0.1,19577.82,2585.04
500147,20156,1,0.15,14430.76,1437.95
500148,20041,1,0.1,3544.25,525.93
500148,20059,1,0.1,24238.26,276.47
500149,20411,1,0.15,18735.66,556.11
500149,20256,1,0.05,34783.78,6049.04
500149,20128,2,0,24682.96,2598.5
500150,20829,1,0.1,14552.68,2239.53
500150,20256,1,0.15,31122.33,2387.59
500151,20577,2,0.05,31675.94,2701.54
500151,20954,3,0.05,7935.8,742.64
500151,20717,1,0,2950.25,453.21
500152,20224,1,0.15,21460.49,-480.73
500153,20775,2,0,10293.68,2008.86
500153,20872,1,0.1,7675.59,662.68
500154,20424,2,0,45591.04,4791.1
500154,20019,1,0.1,14661.15,2450.79
500155,20737,1,0.05,30718.95,4267.53
500156,20569,1,0.15,5710.9,582.89
500156,20333,2,0.1,63879.44,11465.46
500157,20887,2,0.05,71574.33,16987.55
500158,20893,1,0.15,23231.54,166.34
500158,20679,1,0,37087,10527.96
500159,20503,1,0,27911.79,3617.3
500159,20773,3,0.1,32927.72,4994.09
500159,20868,2,0.1,57398.11,7289.31
500160,20758,1,0,26598.28,5097.91
500161,20071,2,0.1,60074.15,8418.19
500161,20869,1,0.1,15302.53,1271.18
500162,20798,1,0.05,34351.02,4365.66
500163,20150,1,0,8983.74,2326.61
500164,20955,1,0.05,18920.29,2627.87
500164,20879,2,0.05,35236.16,1794.84
500164,20998,1,0.1,24946.91,794.57
500165,20851,1,0.05,32292.92,5957.83
500165,20746,1,0,29160.93,7901.28
500165,20697,1,0.15,5805.73,177.42
500166,20377,1,0.1,5244.09,791.62
500166,20579,1,0.2,16542.1,-2155.48
500166,20505,1,,22838.08,3356.05
500167,20885,1,0,14938.77,2685.28
500167,20930,1,0.2,11964.22,-1.65
500167,20388,1,0.2,20310.08,-2545.9
500167,20070,1,0.1,13521.71,255.68
500168,20704,1,0.05,3101.21,360.78
500169,20706,2,0.15,51647.7,7405.46
500169,20965,1,0.05,13299.98,1522.37
500169,20794,1,0,1383.1,374.53
500170,20543,3,0,79398.57,20508.51
500170,20630,1,0.15,22482.18,-524.15
500171,20837,1,0.15,15822.11,1005.37
500172,20241,1,0.15,22893.19,3564.94
500172,20562,2,0.1,6079.32,253.36
500173,20289,1,0.05,10044.76,1402.33
500173,20697,1,0.05,6488.76,860.45
500173,20479,1,0.1,20097.42,-36.22
500173,20740,1,0.15,24517.24,1600.24
500174,20941,1,0.15,14750.3,-435.76
500175,20799,1,0.1,22539.96,4310.23
500175,20515,1,0,27233.06,3800.35
500175,20708,1,0.15,16165.34,1832.94
500176,20504,2,0.1,44323,7407.56
500176,20280,1,0.1,1104.43,93.02
500177,20322,1,0,1191.95,296.46
500178,20778,2,0.2,53082.27,-2397.41
500179,20590,1,0.05,10895.84,2339.78
500180,20477,2,0.3,17774.41,-1614.41
500180,20336,2,0.05,56140.72,9075.96
500181,20919,1,0.05,22137.5,5359.64
500181,20032,2,0.15,23319.7,2605.8
500181,20408,1,0.05,13973.18,3075.04
500182,20641,2,0.15,13022.08,821.24
500182,20159,1,0.15,3393.47,-12.67
500183,20080,2,0.2,7799.26,348.64
500184,20871,1,0,10580.23,2186.26
500184,20797,2,0.15,6104.41,106.89
500184,20769,3,0,10906.26,1280.1
500185,20767,2,0.2,49365.36,-2713.9
500185,20040,3,0,7881.18,1112.16
500186,20029,1,0.2,11685.59,-447.93
500186,20041,1,0.05,3741.16,722.84
500187,20544,1,0.3,4313.62,-611.62
500187,20019,1,0.15,13846.64,1636.28
500187,20392,2,0.2,44939.31,-5123.81
500188,20252,2,0,7807.86,1302.52
500188,20160,3,0.05,103591.69,14881.06
500189,20110,1,0.15,13344,963.97
500190,20139,1,0.1,29397.25,4608.78
500190,20301,1,0.2,14538.3,354
500190,20921,4,0.1,10141.88,1017.32
500190,20241,1,0.1,24239.85,4911.6
500191,20408,1,0.05,13973.18,3075.04
500191,20734,1,0.15,10566.43,552.18
500192,20657,2,0.1,38470.63,2421.91
500193,20034,1,0,20027.39,3465.77
500194,20220,1,0,14875.58,1744.53
500194,20161,1,0,34438.57,9150.15
500195,20508,2,0.1,25602.1,2537.1
500196,20165,3,0.05,22722.76,3054.91
500197,20278,1,0,13024.5,2698.28
500197,20094,2,0.05,64329.99,12625.05
500198,20704,1,0.15,2774.77,34.34
500199,20549,2,0.1,25990.76,383.2
500200,20126,1,0.15,4191.83,403.58
500201,20526,2,0.15,38767.07,737.51
500202,20517,2,0.3,55728.99,-3276.97
500202,20055,1,0,37187.58,10315.26
500202,20041,1,0.15,3347.35,329.03
500203,20126,2,0,9863.14,2286.64
500203,20314,1,0.1,15505.57,-29.47
500204,20617,3,0.05,88717.51,7173.43
500205,20759,1,0.05,33063.87,7175.23
500205,20602,1,0.1,12964.24,1327.45
500206,20892,1,0.05,12673.6,2521.7
500207,20539,1,0.15,18807.48,-964.77
500207,20956,3,0.1,30513.21,5101.8
500207,20871,1,0.1,9522.21,1128.24
500208,20968,1,0,16843.73,3614.72
500208,20394,1,0.1,13993.15,1759.03
500209,20059,2,0.1,48476.52,552.94
500210,20129,1,0.3,9293.82,-967.51
500211,20392,1,0.15,23874.01,-1157.55
500212,20098,1,0.1,6956.01,217.84
500213,20334,2,0,33495.46,5912.02
500213,20786,3,0,78464.79,15010.14
500214,20081,2,0,40162.72,3892.6
500215,20249,1,0.05,28151.44,6089.79
500215,20274,1,0.1,24961.6,-165.4
500215,20429,1,0.15,7410.04,569.43
500216,20759,1,0.15,29583.46,3694.82
500216,20107,1,0,8028.59,812.48
500217,20680,1,0.15,28280.09,3414.3
500217,20862,1,0,35253.88,9290.07
500218,20133,1,0.3,9549.27,-2335.71
500218,20992,1,0.15,19499.66,689.96
500219,20815,3,0.15,63785.39,-4244.32
500219,20117,2,0.15,53585.39,-923.19
500220,20671,1,0.1,6273.55,1008.74
500220,20593,1,0.15,1935.25,256.15
500220,20306,1,0,15968.91,4404.26
500221,20018,2,0.3,652.99,-107.15
500222,20614,1,0.05,24022.75,1927.54
500222,20954,2,0.1,5012.08,216.64
500223,20195,1,0.1,13870.93,193.55
500224,20064,4,0.2,64241.7,-3609.66
500224,20643,2,0.15,58955.61,9307.73
500224,20441,2,0.05,10048.4,2200.28
500225,20204,2,0.15,50035.88,-2630.6
500225,20879,1,0.05,17618.08,897.42
500226,20405,2,0.05,71663.5,14521.92
500227,20224,2,0.05,47970.5,4088.06
500228,20238,1,0.15,9960.93,966.67
500229,20531,1,0.15,14142.84,543.02
500230,20281,1,0.1,19420.98,1524.99
500231,20807,3,0,25529.91,5615.91
500231,20271,2,0.05,47576.72,3749.64
500232,20376,3,0.05,63743.21,10742.18
500233,20586,2,0.3,32842.08,-6704.92
500233,20349,1,0.15,12969.76,-830.26
500234,20498,2,0.15,34045.36,-2229.36
500235,20526,1,0.1,20523.74,1508.96
500236,20240,2,0,70797.96,18465.14
500236,20975,1,0.15,21100.61,2643.46
500237,20056,2,0.1,20450.68,249.24
500238,20500,1,0.3,14274.05,-3328.39
500238,20994,1,0.1,1579.14,82.18
500239,20280,2,0.1,2208.85,186.03
500239,20688,1,0.1,28981.33,4655.84
500240,20285,1,0.2,21835.51,-291.68
500241,20050,1,0,37432.62,9354.09
500242,20430,1,0.1,31669.56,2004.69
500243,20809,1,0.3,28100.81,-919.32
500243,20846,1,0.1,18985.06,164.79
500243,20451,1,0,19608.77,2480.98
500243,20022,2,0.1,58829.74,680.4
500244,20313,1,0.1,13310.24,1544.3
500245,20408,2,0.1,26475.5,4679.22
500245,20948,1,0.1,2725.06,106.51
500245,20769,1,0,3635.42,426.7
500246,20299,2,0.15,23840.24,519.64
500246,20809,1,0.2,32115.22,3095.09
500247,20237,1,0.15,33077.24,3102.96
500247,20544,1,0.1,5546.08,620.84
500247,20566,1,0.15,15993.21,2108.71
500248,20081,1,0,20081.36,1946.3
500248,20630,2,0.1,47609.32,1596.66
500249,20517,1,0.1,35825.78,6322.8
500250,20335,2,0,57216.3,8630.26
500251,20661,1,0.1,32572.08,5265.27
500252,20528,1,0.1,27763.52,4885.64
500252,20590,2,0.05,21791.67,4679.55
500253,20161,1,0.1,30994.71,5706.29
500254,20345,2,0,12932.06,1840.4
500254,20963,1,0.1,6285.21,86.04
500255,20962,1,0.05,37739.82,9315.67
500255,20688,1,0.15,27371.26,3045.77
500255,20283,1,0,27745.97,7595.34
500256,20611,1,0,7440.82,2026.84
500257,20101,1,0,15621.89,3225.56
500258,20006,1,0.05,690.86,164.63
500258,20475,1,0.1,14203.15,1534.24
500259,20435,2,0.1,33407.89,4695.65
500260,20724,2,0,19045.06,4757.96
500260,20584,2,0.1,53414.64,4963.5
500260,20023,1,0.1,20789.28,1062.49
500261,20158,2,0.05,67745.72,9877.86
500262,20296,1,0.2,27983.5,611.05
500263,20586,1,0.2,18766.9,-1006.6
500263,20773,2,0.15,20732.26,2109.84
500264,20190,1,0.1,8605.84,276.8
500264,20575,1,0.05,32603.85,3869.17
500264,20929,1,0.05,4987.14,387.61
500264,20388,1,0,25387.6,2531.62
500265,20267,1,0.15,4101.24,95
500265,20203,3,0,4095.75,953.1
500265,20486,1,0.05,5661.03,1265.91
500266,20084,1,0.15,23969.84,-1502.81
500267,20279,3,0.1,70509.5,12297.56
500268,20398,2,0.1,1897.24,-14.32
500268,20969,1,0.1,25656.42,4628.23
500268,20612,1,0.15,28331.72,699.01
500269,20548,1,0.2,10833.72,194.69
500270,20938,1,0,18104.23,4717.4
500271,20763,1,0.05,25438.42,3411
500271,20538,1,0.15,15914.09,-1100.56
500272,20292,1,0.15,17983.48,-182.56
500272,20778,1,0.05,31517.6,3777.76
500272,20509,1,0,23682.92,2881.4
500272,20371,1,0.05,14592.55,701.56
500273,20968,1,0.05,16001.54,2772.53
500273,20418,3,0.15,26657.19,1439.04
500274,20113,1,0.05,8371.53,1969.14
500274,20882,1,0.1,35053.9,5192.7
500274,20686,1,0.05,20064.23,3444.42
500274,20177,3,0.15,65205.87,3.57
500275,20925,2,0.15,46509.06,-1500.04
500276,20368,1,0.15,32537.35,4963.86
500277,20566,1,0,18815.54,4931.04
500278,20658,1,0.3,12722.7,-3393.18
500279,20762,1,0.2,23963.24,-1802.76
500279,20612,1,0.15,28331.72,699.01
500280,20053,2,0.05,30409.56,4883.62
500280,20074,2,0.05,10069.58,2433.94
500281,20612,2,0.05,63329.74,8064.32
500281,20341,2,0.2,47533.18,-5959.18
500281,20517,2,0,79612.84,20606.88
500281,20035,1,0.15,8317.09,-180.56
500282,20702,1,0.1,19294.68,2230.95
500282,20893,2,0.05,51929.32,5798.92
500283,20636,1,0,25147.57,4158.96
500284,20994,1,0,1754.6,257.64
500284,20699,2,0.2,40311.52,-2189.18
500284,20164,1,0.15,20483.74,272.59
500285,20590,3,0.1,30967.11,5298.93
500285,20278,1,0.2,10419.6,93.38
500285,20581,1,0,8359.96,2077
500285,20825,1,0.2,2007.62,-84.84
500286,20839,1,0.2,17836.7,932.65
500287,20950,1,0.3,25654.96,-4297.87
500288,20321,2,0.1,27607.72,1402.18
500289,20300,1,0.3,1211.77,-275.68
500290,20533,2,0.15,52333.92,-440.08
500290,20822,1,0.05,13407.06,1387.01
500291,20053,1,0.15,13604.28,841.31
500291,20601,1,0.05,33130.05,3400.27
500291,20864,3,0.1,11745.73,365.32
500292,20367,1,0.2,13759.61,1042.58
500292,20010,4,0.1,33855.95,-340.81
500293,20938,1,0.2,14483.38,1096.55
500294,20525,1,0.15,10727.32,-711.01
500295,20781,1,0,12210.29,2823.93
500296,20254,1,0.1,21596.38,3662.51
500297,20652,1,0.15,21891.31,3245.29
500297,20559,1,0,11745.23,2341.74
500298,20652,1,0.15,21891.31,3245.29
500299,20600,1,0.1,27329.31,405.81
500299,20636,2,0,50295.14,8317.92
500299,20961,1,0,14600.56,2857.16
500300,20223,1,0.15,3650.08,335.26
500301,20059,1,0.15,22891.69,-1070.1
500301,20537,3,0.05,37971.01,4561.06
500302,20745,1,0,28650.53,7399.55
500302,20724,1,0.05,9046.4,1902.85
500302,20128,1,0.1,11107.33,65.1
500303,20167,1,0.05,20351.22,4860.17
500303,20746,1,0.05,27702.88,6443.23
500303,20048,1,0.2,24944.46,2288.41
500304,20535,1,0.05,3647.36,713.58
500304,20557,2,0.15,42934.55,3101.59
500305,20221,1,0.2,5744.63,-260.89
500306,20078,2,0.1,20343.98,3838.32
500306,20662,1,0.1,12991.18,78.42
500307,20281,2,0.05,40999.85,5207.87
500307,20008,2,0.15,5173.7,299.98
500308,20156,1,0,16977.37,3984.56
500309,20156,1,0.05,16128.5,3135.69
500310,20425,2,0.15,9951.12,-520.86
500310,20237,2,0.15,66154.48,6205.92
500311,20693,2,0.1,19838.5,1811.7
500311,20769,2,0.05,6907.3,489.86
500312,20791,2,0,60344.82,16292.48
500313,20998,1,0.1,24946.91,794.57
500314,20308,1,0.1,7694.06,651.61
500314,20248,1,0,19877.75,4883.22
500314,20510,2,0.05,51755.77,12051.99
500315,20716,2,0.05,47044.23,9506.83
500315,20246,1,0.1,21357.74,1974.32
500316,20385,3,0.2,42237.5,-3124
500317,20631,3,0.1,64896.58,11328.37
500318,20307,3,0.1,91033.01,7103.09
500319,20915,3,0.15,55503.91,-1836.98
500319,20711,1,0,9783.76,2142.21
500320,20479,2,0.05,42427.89,2160.61
500320,20653,2,0.1,1748.74,294.22
500321,20535,1,0,3839.33,905.55
500322,20593,1,0,2276.77,597.67
500322,20149,1,0,2917.84,513.12
500322,20458,1,0,16507.32,2440.92
500322,20577,4,0.2,53348.96,-4599.84
500323,20185,1,0.1,3325.12,-7.33
500324,20671,1,0.1,6273.55,1008.74
500325,20643,1,0.1,31211.79,6387.85
500325,20617,1,0,31128.95,3947.59
500326,20890,4,0.05,57467.32,8200.68
500326,20158,2,0.05,67745.72,9877.86
500327,20484,1,0,8368.73,1808.98
500328,20111,1,0.1,29118.15,1140.47
500329,20708,2,0,38036.1,9371.3
500329,20470,2,0,19092.24,3622.24
500330,20696,1,0.05,13597.81,1913.43
500331,20158,2,0.1,64180.15,6312.29
500332,20713,2,0,58403.2,10469.98
500332,20787,1,0.1,34368.12,5530.06
500332,20056,1,0.1,10225.34,124.62
500333,20468,1,0.2,1630.96,-208.87
500334,20085,1,0.1,30571.36,643.73
500334,20111,1,0,32353.5,4375.82
500335,20746,2,0.05,55405.77,12886.47
500336,20950,1,0.15,31152.46,1199.63
500337,20270,2,0,32759.68,9218.6
500337,20615,1,0.05,1966.35,382.99
500337,20283,1,0.05,26358.67,6208.04
500338,20554,1,0.15,18490.16,1497.38
500338,20331,1,0.15,12690.42,-102.54
500339,20238,1,0.05,11132.8,2138.54
500339,20930,3,0,44865.84,8968.23
500340,20369,1,0.15,11339.7,419.42
500340,20668,4,0.2,43924.16,1373.52
500341,20122,2,0.15,26410.98,2734.34
500342,20062,1,0.05,27198.78,6688.47
500343,20490,3,0.15,88392.33,5756.97
500343,20999,1,0.05,33702.84,3782.72
500343,20927,1,0,34906.55,8414.28
500343,20013,1,0.1,28984.56,5803.35
500344,20093,3,0.05,29602.21,3669.91
500345,20683,2,0.1,45075.56,6160.06
500346,20811,2,0.05,16373.46,3253.26
500347,20019,1,0.1,14661.15,2450.79
500348,20728,3,0.15,42859.76,1783.43
500349,20938,1,0.2,14483.38,1096.55
500349,20936,1,0.1,26899.81,3640.47
500350,20833,1,0.1,17367.13,844.17
500350,20719,1,0.1,3371.75,-8.44
500351,20349,1,0,15258.54,1458.52
500352,20480,1,0.1,21627.49,3056.41
500353,20568,2,0.1,72438.03,12816.67
500353,20513,2,0,60186.6,15509.54
500354,20890,1,0,15122.98,2806.32
500355,20699,1,0.15,21415.5,165.15
500356,20385,1,0.2,14079.17,-1041.33
500357,20960,1,0,10286.87,1174.25
500357,20837,2,0,37228.5,7595.02
500357,20499,1,0.05,33371.51,4244.23
500357,20214,1,0.05,34981.96,6223.11
500358,20580,2,0.1,39176.91,4125.11
500358,20883,2,0.1,50202.36,9906.64
500359,20660,2,0.1,33067.13,5073.87
500360,20756,1,0.1,22250.02,2781.59
500361,20180,1,0,22173.21,4738.39
500361,20957,2,0.1,63461.59,8525.99
500362,20448,1,0.1,25633.96,2128.68
500362,20299,1,0.15,11920.12,259.82
500363,20754,1,0.05,3508.77,305.22
500363,20764,1,0,15578.45,4100.6
500363,20797,1,0.1,3231.75,232.99
500364,20727,1,0.05,23588.19,2572.04
